MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:97464	P4hb	prolyl 4-hydroxylase, beta polypeptide	11		response to endoplasmic reticulum stress			IBA	PTN000432607 	J:265628 	
MGI:97464	P4hb	prolyl 4-hydroxylase, beta polypeptide	11		response to endoplasmic reticulum stress			ISO	P07237 	J:164563 	
MGI:2135637	Park7	Parkinson disease (autosomal recessive, early onset) 7	4		negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			IMP		J:217286 	
MGI:2135637	Park7	Parkinson disease (autosomal recessive, early onset) 7	4		negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			ISO	Q99497 	J:164563 	
MGI:2446133	Parp16	poly (ADP-ribose) polymerase family, member 16	9		endoplasmic reticulum unfolded protein response			IBA	PTN001084720 	J:265628 	
MGI:2446133	Parp16	poly (ADP-ribose) polymerase family, member 16	9		endoplasmic reticulum unfolded protein response			ISO	Q8N5Y8 	J:164563 	
MGI:2446133	Parp16	poly (ADP-ribose) polymerase family, member 16	9		IRE1-mediated unfolded protein response			ISO	Q8N5Y8 	J:164563 	
MGI:1916441	Pdia2	protein disulfide isomerase associated 2	17		response to endoplasmic reticulum stress			IBA	PTN000432607 	J:265628 	
MGI:95834	Pdia3	protein disulfide isomerase associated 3	2		response to endoplasmic reticulum stress			IBA	PTN000432607 	J:265628 	
MGI:104864	Pdia4	protein disulfide isomerase associated 4	6		response to endoplasmic reticulum stress			IBA	PTN000432607 	J:265628 	
MGI:1919103	Pdia6	protein disulfide isomerase associated 6	12		negative regulation of IRE1-mediated unfolded protein response			IMP		J:210646 	
MGI:102851	Pdx1	pancreatic and duodenal homeobox 1	5		negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	regulates a function/process that happens in endocrine pancreas,regulates a function/process that happens in type B pancreatic cell		IMP	MGI:2181360 	J:165268 	
MGI:97583	Pik3r1	phosphoinositide-3-kinase regulatory subunit 1	13		positive regulation of endoplasmic reticulum unfolded protein response			ISO	P27986 	J:164563 	
MGI:97583	Pik3r1	phosphoinositide-3-kinase regulatory subunit 1	13		response to endoplasmic reticulum stress			IDA		J:159304 	
MGI:97583	Pik3r1	phosphoinositide-3-kinase regulatory subunit 1	13		response to endoplasmic reticulum stress			ISO	P27986 	J:164563 	
MGI:1098772	Pik3r2	phosphoinositide-3-kinase regulatory subunit 2	8		response to endoplasmic reticulum stress			IDA		J:159304 	
MGI:1859152	Pla2g6	phospholipase A2, group VI	15		response to endoplasmic reticulum stress			ISO	RGD:628867 	J:155856 	
MGI:1930146	Pmaip1	phorbol-12-myristate-13-acetate-induced protein 1	18		intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress			IMP		J:219625 	
MGI:104662	Pml	promyelocytic leukemia	9		intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress			IMP		J:166717 	
MGI:97631	Pmp22	peripheral myelin protein 22	11		response to endoplasmic reticulum stress			IMP	MGI:1856217 	J:202239 	
MGI:1927072	Ppp1r15a	protein phosphatase 1, regulatory subunit 15A	7		endoplasmic reticulum unfolded protein response			IMP	MGI:2652765 	J:95320 	
MGI:1927072	Ppp1r15a	protein phosphatase 1, regulatory subunit 15A	7		negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation			IDA		J:217282 	
MGI:1927072	Ppp1r15a	protein phosphatase 1, regulatory subunit 15A	7		negative regulation of response to endoplasmic reticulum stress			IDA		J:215662 	
MGI:1927072	Ppp1r15a	protein phosphatase 1, regulatory subunit 15A	7		negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress	uses UniProtKB:P35639		IDA		J:215662 	
MGI:1927072	Ppp1r15a	protein phosphatase 1, regulatory subunit 15A	7		positive regulation of endoplasmic reticulum stress-induced eIF2 alpha dephosphorylation			ISO	O75807 	J:164563 	
MGI:1927072	Ppp1r15a	protein phosphatase 1, regulatory subunit 15A	7		regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation			IDA		J:215662 	
MGI:1927072	Ppp1r15a	protein phosphatase 1, regulatory subunit 15A	7		response to endoplasmic reticulum stress			IBA	PTN001046909 	J:265628 	
MGI:1927072	Ppp1r15a	protein phosphatase 1, regulatory subunit 15A	7		response to endoplasmic reticulum stress			IMP		J:95320 	
MGI:1927072	Ppp1r15a	protein phosphatase 1, regulatory subunit 15A	7		response to endoplasmic reticulum stress			ISO	O75807 	J:164563 	
MGI:2444211	Ppp1r15b	protein phosphatase 1, regulatory subunit 15B	1		ER overload response			IDA		J:86710 	
MGI:2444211	Ppp1r15b	protein phosphatase 1, regulatory subunit 15B	1		ER overload response			IMP		J:86710 	
MGI:2444211	Ppp1r15b	protein phosphatase 1, regulatory subunit 15B	1		negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation			IDA		J:217282 	
MGI:2444211	Ppp1r15b	protein phosphatase 1, regulatory subunit 15B	1		response to endoplasmic reticulum stress			IBA	PTN001046909 	J:265628 	
MGI:2444211	Ppp1r15b	protein phosphatase 1, regulatory subunit 15B	1		response to endoplasmic reticulum stress			IMP		J:86710 	
MGI:1321161	Ppp2cb	protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform	8		response to endoplasmic reticulum stress			IMP		J:116445 	
MGI:1355296	Prkn	parkin RBR E3 ubiquitin protein ligase	17		negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			IMP		J:186974 	
MGI:1355296	Prkn	parkin RBR E3 ubiquitin protein ligase	17		negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			ISO	O60260 	J:164563 	
MGI:1355296	Prkn	parkin RBR E3 ubiquitin protein ligase	17		negative regulation of endoplasmic reticulum stress-induced neuron intrinsic apoptotic signaling pathway			IGI	O15354 	J:117737 	
MGI:1355296	Prkn	parkin RBR E3 ubiquitin protein ligase	17		negative regulation of endoplasmic reticulum stress-induced neuron intrinsic apoptotic signaling pathway			IMP		J:198144 	
MGI:1355296	Prkn	parkin RBR E3 ubiquitin protein ligase	17		response to endoplasmic reticulum stress			IMP		J:186974 	
MGI:1355296	Prkn	parkin RBR E3 ubiquitin protein ligase	17		response to endoplasmic reticulum stress			ISO	O60260 	J:164563 	
MGI:1914339	Psmc6	proteasome (prosome, macropain) 26S subunit, ATPase, 6	14		ubiquitin-dependent ERAD pathway			IBA	PTN000553116 	J:265628 	
MGI:97805	Ptpn1	protein tyrosine phosphatase, non-receptor type 1	2		endoplasmic reticulum unfolded protein response			ISO	P18031 	J:164563 	
MGI:97805	Ptpn1	protein tyrosine phosphatase, non-receptor type 1	2		IRE1-mediated unfolded protein response			IMP		J:217999 	
MGI:97805	Ptpn1	protein tyrosine phosphatase, non-receptor type 1	2		negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	happens in pancreas		IMP		J:219081 	
MGI:97805	Ptpn1	protein tyrosine phosphatase, non-receptor type 1	2		negative regulation of PERK-mediated unfolded protein response	happens in pancreas		IMP		J:219081 	
MGI:97805	Ptpn1	protein tyrosine phosphatase, non-receptor type 1	2		negative regulation of PERK-mediated unfolded protein response			ISO	P18031 	J:164563 	
MGI:97805	Ptpn1	protein tyrosine phosphatase, non-receptor type 1	2		response to endoplasmic reticulum stress			IMP		J:217999 	
MGI:97806	Ptpn2	protein tyrosine phosphatase, non-receptor type 2	18		positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	happens in pancreas		IMP		J:219081 	
MGI:97806	Ptpn2	protein tyrosine phosphatase, non-receptor type 2	18		positive regulation of PERK-mediated unfolded protein response	happens in pancreas		IMP		J:219081 	
MGI:1916482	Qrich1	glutamine-rich 1	9		endoplasmic reticulum unfolded protein response			ISO	Q2TAL8 	J:164563 	
MGI:1916482	Qrich1	glutamine-rich 1	9		intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress			ISO	Q2TAL8 	J:164563 	
MGI:1916482	Qrich1	glutamine-rich 1	9		PERK-mediated unfolded protein response			ISO	Q2TAL8 	J:164563 	
MGI:1916482	Qrich1	glutamine-rich 1	9		response to endoplasmic reticulum stress			IDA		J:305998 	
MGI:1916482	Qrich1	glutamine-rich 1	9		response to endoplasmic reticulum stress			ISO	Q2TAL8 	J:164563 	
MGI:99694	Rasgrf1	RAS protein-specific guanine nucleotide-releasing factor 1	9		response to endoplasmic reticulum stress			ISO	Q13972 	J:164563 	
MGI:109137	Rasgrf2	RAS protein-specific guanine nucleotide-releasing factor 2	13		response to endoplasmic reticulum stress			ISO	O14827 	J:164563 	
MGI:1277122	Rcn3	reticulocalbin 3, EF-hand calcium binding domain	7		ERAD pathway			IMP		J:265611 	
MGI:1924117	Rhbdd1	rhomboid domain containing 1	1		ERAD pathway			IDA		J:187613 	
MGI:1924117	Rhbdd1	rhomboid domain containing 1	1		membrane protein proteolysis involved in retrograde protein transport, ER to cytosol			IDA		J:187613 	
MGI:1860076	Rnf5	ring finger protein 5	17		ER-associated misfolded protein catabolic process			IBA	PTN000267874 	J:265628 	
MGI:1860076	Rnf5	ring finger protein 5	17		ER-associated misfolded protein catabolic process			ISO	Q99942 	J:164563 	
MGI:1860076	Rnf5	ring finger protein 5	17		ERAD pathway			ISO	Q99942 	J:164563 	
MGI:1860076	Rnf5	ring finger protein 5	17		ubiquitin-dependent ERAD pathway			ISO	Q99942 	J:164563 	
MGI:109483	Rnf103	ring finger protein 103	6		ubiquitin-dependent ERAD pathway			IBA	PTN004473870 	J:265628 	
MGI:109483	Rnf103	ring finger protein 103	6		ubiquitin-dependent ERAD pathway			ISO	O00237 	J:164563 	
MGI:1922462	Rnf121	ring finger protein 121	7		ubiquitin-dependent ERAD pathway			IBA	PTN000334121 	J:265628 	
MGI:1923091	Rnf139	ring finger protein 139	15		ERAD pathway			IBA	PTN000967628 	J:265628 	
MGI:1923091	Rnf139	ring finger protein 139	15		ERAD pathway			ISO	Q8WU17 	J:164563 	
MGI:1923322	Rnf183	ring finger protein 183	4		positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			IBA	PTN002735848 	J:265628 	
MGI:1923322	Rnf183	ring finger protein 183	4		positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			ISO	Q96D59 	J:164563 	
MGI:1923322	Rnf183	ring finger protein 183	4		response to endoplasmic reticulum stress			IBA	PTN002735848 	J:265628 	
MGI:1923322	Rnf183	ring finger protein 183	4		response to endoplasmic reticulum stress			ISO	Q96D59 	J:164563 	
MGI:1922078	Rnf185	ring finger protein 185	11		ER-associated misfolded protein catabolic process			IBA	PTN000267874 	J:265628 	
MGI:1922078	Rnf185	ring finger protein 185	11		ERAD pathway			ISO	Q96GF1 	J:164563 	
MGI:1922078	Rnf185	ring finger protein 185	11		positive regulation of ERAD pathway			ISO	Q96GF1 	J:164563 	
MGI:1922078	Rnf185	ring finger protein 185	11		ubiquitin-dependent ERAD pathway			ISO	Q96GF1 	J:164563 	
MGI:1914075	Rnf186	ring finger protein 186	4		intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress			IBA	PTN000419843 	J:265628 	
MGI:1914075	Rnf186	ring finger protein 186	4		intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress			ISO	Q9NXI6 	J:164563 	
MGI:1924142	Rnft1	ring finger protein, transmembrane 1	11		positive regulation of ERAD pathway			IBA	PTN002697527 	J:265628 	
MGI:1924142	Rnft1	ring finger protein, transmembrane 1	11		positive regulation of ERAD pathway			ISO	Q5M7Z0 	J:164563 	
MGI:2442859	Rnft2	ring finger protein, transmembrane 2	5		positive regulation of ERAD pathway			IEA	IPR044235 	J:72247 	
MGI:1928948	Scamp5	secretory carrier membrane protein 5	9		response to endoplasmic reticulum stress			ISO	Q8TAC9 	J:164563 	
MGI:2149842	Sdf2l1	stromal cell-derived factor 2-like 1	16		ER-associated misfolded protein catabolic process			ISO	D4A9Y0 	J:200660 	
MGI:2149842	Sdf2l1	stromal cell-derived factor 2-like 1	16		response to endoplasmic reticulum stress			ISO	D4A9Y0 	J:200660 	
MGI:2139207	Sec16a	SEC16 homolog A, endoplasmic reticulum export factor	2		response to endoplasmic reticulum stress			ISO	O15027 	J:164563 	
MGI:1913462	Sec61b	Sec61 beta subunit	4		retrograde protein transport, ER to cytosol			ISO	P60468 	J:164563 	
MGI:1913462	Sec61b	Sec61 beta subunit	4		ubiquitin-dependent ERAD pathway			ISO	P60468 	J:164563 	
MGI:1329016	Sel1l	sel-1 suppressor of lin-12-like (C. elegans)	12		ERAD pathway			IMP		J:215786 	
MGI:1329016	Sel1l	sel-1 suppressor of lin-12-like (C. elegans)	12		ERAD pathway			ISO	Q9UBV2 	J:164563 	
MGI:1329016	Sel1l	sel-1 suppressor of lin-12-like (C. elegans)	12		response to endoplasmic reticulum stress			IMP	MGI:3864670 	J:162595 	
MGI:1329016	Sel1l	sel-1 suppressor of lin-12-like (C. elegans)	12		retrograde protein transport, ER to cytosol			ISO	Q9UBV2 	J:164563 	
MGI:1329016	Sel1l	sel-1 suppressor of lin-12-like (C. elegans)	12		ubiquitin-dependent ERAD pathway			IBA	PTN002595486 	J:265628 	
MGI:2684964	Sel1l2	sel-1 suppressor of lin-12-like 2 (C. elegans)	2		ubiquitin-dependent ERAD pathway			IBA	PTN002595486 	J:265628 	
MGI:1931466	Selenok	selenoprotein K	14		intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress			ISO	Q9Y6D0 	J:164563 	
MGI:95994	Selenos	selenoprotein S	7		endoplasmic reticulum unfolded protein response			IBA	PTN002007460 	J:265628 	
MGI:95994	Selenos	selenoprotein S	7		endoplasmic reticulum unfolded protein response			ISO	Q9BQE4 	J:164563 	
MGI:95994	Selenos	selenoprotein S	7		ER overload response			ISO	Q9BQE4 	J:164563 	
MGI:95994	Selenos	selenoprotein S	7		negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			ISO	Q9BQE4 	J:164563 	
MGI:95994	Selenos	selenoprotein S	7		retrograde protein transport, ER to cytosol			IBA	PTN002007460 	J:265628 	
MGI:95994	Selenos	selenoprotein S	7		retrograde protein transport, ER to cytosol			ISO	Q9BQE4 	J:164563 	
MGI:95994	Selenos	selenoprotein S	7		ubiquitin-dependent ERAD pathway			IBA	PTN002007460 	J:265628 	
MGI:95994	Selenos	selenoprotein S	7		ubiquitin-dependent ERAD pathway			ISO	Q9BQE4 	J:164563 	
MGI:1349457	Serinc3	serine incorporator 3	2		positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			IDA		J:84965 	
MGI:92638	Serp1	stress-associated endoplasmic reticulum protein 1	3		endoplasmic reticulum unfolded protein response			IBA	PTN000400928 	J:265628 	
MGI:92638	Serp1	stress-associated endoplasmic reticulum protein 1	3		endoplasmic reticulum unfolded protein response	happens in pancreas		IMP	MGI:3652355 	J:106619 	
MGI:1919911	Serp2	stress-associated endoplasmic reticulum protein family member 2	14		endoplasmic reticulum unfolded protein response			IBA	PTN000400928 	J:265628 	
MGI:2651874	Sesn2	sestrin 2	4		negative regulation of translation in response to endoplasmic reticulum stress			IMP		J:224583 	
MGI:2651874	Sesn2	sestrin 2	4		negative regulation of translation in response to endoplasmic reticulum stress			ISO	P58004 	J:164563 	
MGI:1098703	Sgta	small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha	10		negative regulation of ER-associated ubiquitin-dependent protein catabolic process			ISO	O43765 	J:164563 	
MGI:1098703	Sgta	small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha	10		positive regulation of ER-associated ubiquitin-dependent protein catabolic process			ISO	O43765 	J:164563 	
MGI:1098703	Sgta	small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha	10		ubiquitin-dependent ERAD pathway			IBA	PTN001876327 	J:265628 	
MGI:1098703	Sgta	small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha	10		ubiquitin-dependent ERAD pathway			ISO	O43765 	J:164563 	
MGI:2444615	Sgtb	small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta	13		ubiquitin-dependent ERAD pathway			IBA	PTN001876327 	J:265628 	
MGI:2135607	Sirt1	sirtuin 1	10		positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			IMP		J:215876 	
MGI:1343085	Spop	speckle-type BTB/POZ protein	11		positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	regulates a function/process that happens in endocrine pancreas,regulates a function/process that happens in type B pancreatic cell		IGI	MGI:102851 	J:165268 	
MGI:1858306	Srpx	sushi-repeat-containing protein	X		response to endoplasmic reticulum stress			IMP	MGI:3706175 	J:119999 	
MGI:1316731	Stc2	stanniocalcin 2	11		endoplasmic reticulum unfolded protein response			IMP		J:94132 	
MGI:1316731	Stc2	stanniocalcin 2	11		response to endoplasmic reticulum stress	happens in fibroblast		IMP	MGI:5285561 	J:175075 	
MGI:1915542	Stt3b	STT3, subunit of the oligosaccharyltransferase complex, homolog B (S. cerevisiae)	9		ubiquitin-dependent ERAD pathway			ISO	Q8TCJ2 	J:164563 	
MGI:1891731	Stub1	STIP1 homology and U-Box containing protein 1	17		endoplasmic reticulum unfolded protein response			IDA		J:212816 	
MGI:1891731	Stub1	STIP1 homology and U-Box containing protein 1	17		ubiquitin-dependent ERAD pathway			ISO	Q9UNE7 	J:164563 	
MGI:1922994	Svip	small VCP/p97-interacting protein	7		negative regulation of ER-associated ubiquitin-dependent protein catabolic process			IBA	PTN002173988 	J:265628 	
MGI:1922994	Svip	small VCP/p97-interacting protein	7		negative regulation of ER-associated ubiquitin-dependent protein catabolic process			ISO	Q8NHG7 	J:164563 	
MGI:1922994	Svip	small VCP/p97-interacting protein	7		negative regulation of retrograde protein transport, ER to cytosol			IBA	PTN002173988 	J:265628 	
MGI:1922994	Svip	small VCP/p97-interacting protein	7		negative regulation of retrograde protein transport, ER to cytosol			ISO	Q8NHG7 	J:164563 	
MGI:1921376	Syvn1	synovial apoptosis inhibitor 1, synoviolin	19		ERAD pathway			IDA		J:222676 	
MGI:1921376	Syvn1	synovial apoptosis inhibitor 1, synoviolin	19		ERAD pathway			ISO	Q86TM6 	J:164563 	
MGI:1921376	Syvn1	synovial apoptosis inhibitor 1, synoviolin	19		negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	regulates a function/process that happens in liver,regulates a function/process that happens in hepatocyte		IMP	MGI:2679656 	J:97254 	
MGI:1921376	Syvn1	synovial apoptosis inhibitor 1, synoviolin	19		negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			ISO	Q86TM6 	J:164563 	
MGI:1921376	Syvn1	synovial apoptosis inhibitor 1, synoviolin	19		retrograde protein transport, ER to cytosol			ISO	Q86TM6 	J:164563 	
MGI:1921376	Syvn1	synovial apoptosis inhibitor 1, synoviolin	19		ubiquitin-dependent ERAD pathway			ISO	Q86TM6 	J:73065 	
MGI:1351652	Tbl2	transducin (beta)-like 2	5		endoplasmic reticulum unfolded protein response			ISO	Q9Y4P3 	J:164563 	
MGI:98737	Thbs1	thrombospondin 1	2		response to endoplasmic reticulum stress			IMP		J:186160 	
MGI:1101779	Thbs4	thrombospondin 4	13		response to endoplasmic reticulum stress			IBA	PTN000023701 	J:265628 	
MGI:1101779	Thbs4	thrombospondin 4	13		response to endoplasmic reticulum stress			IMP		J:186160 	
MGI:99682	Tmbim6	transmembrane BAX inhibitor motif containing 6	15		intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress			IDA		J:91831 	
MGI:99682	Tmbim6	transmembrane BAX inhibitor motif containing 6	15		intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	happens in fibroblast|happens in neuron of cerebral cortex|happens in hepatocyte		IMP	MGI:3052422 	J:91831 	
MGI:99682	Tmbim6	transmembrane BAX inhibitor motif containing 6	15		negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			IGI	MGI:1913418 	J:203180 	
MGI:99682	Tmbim6	transmembrane BAX inhibitor motif containing 6	15		negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			ISO	P55061 	J:164563 	
MGI:99682	Tmbim6	transmembrane BAX inhibitor motif containing 6	15		negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress	uses UniProtKB:Q925U4		IMP		J:147348 	
MGI:99682	Tmbim6	transmembrane BAX inhibitor motif containing 6	15		response to endoplasmic reticulum stress	happens in brain		IMP		J:219082 	
MGI:1921173	Tmco1	transmembrane and coiled-coil domains 1	1		ER overload response			ISO	Q9UM00 	J:164563 	
MGI:1929269	Tmed2	transmembrane p24 trafficking protein 2	5		negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation	happens in liver		IMP	MGI:4456438 	J:246024 	
MGI:1929269	Tmed2	transmembrane p24 trafficking protein 2	5		PERK-mediated unfolded protein response	happens in liver		IMP	MGI:4456438 	J:246024 	
MGI:1915128	Tmem33	transmembrane protein 33	5		positive regulation of IRE1-mediated unfolded protein response			ISO	P57088 	J:164563 	
MGI:1915128	Tmem33	transmembrane protein 33	5		positive regulation of PERK-mediated unfolded protein response			ISO	P57088 	J:164563 	
MGI:1915128	Tmem33	transmembrane protein 33	5		response to endoplasmic reticulum stress			ISO	P57088 	J:164563 	
MGI:1923928	Tmem67	transmembrane protein 67	4		positive regulation of ERAD pathway			ISO	RGD:1586167 	J:155856 	
MGI:1923928	Tmem67	transmembrane protein 67	4		ubiquitin-dependent ERAD pathway			ISO	Q5HYA8 	J:164563 	
MGI:2444580	Tmem117	transmembrane protein 117	15		intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress			IBA	PTN001261326 	J:265628 	
MGI:2444580	Tmem117	transmembrane protein 117	15		intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress			ISO	Q9H0C3 	J:164563 	
MGI:1915616	Tmem129	transmembrane protein 129	5		retrograde protein transport, ER to cytosol			ISO	A0AVI4 	J:164563 	
MGI:1915616	Tmem129	transmembrane protein 129	5		ubiquitin-dependent ERAD pathway			ISO	A0AVI4 	J:164563 	
MGI:2177957	Tmem259	transmembrane protein 259	10		positive regulation of ERAD pathway			IBA	PTN000493835 	J:265628 	
MGI:2177957	Tmem259	transmembrane protein 259	10		positive regulation of ERAD pathway			IDA		J:223306 	
MGI:2177957	Tmem259	transmembrane protein 259	10		response to endoplasmic reticulum stress			IBA	PTN000493835 	J:265628 	
MGI:2177957	Tmem259	transmembrane protein 259	10		response to endoplasmic reticulum stress			IMP		J:223306 	
MGI:3036255	Tmtc3	transmembrane and tetratricopeptide repeat containing 3	10		response to endoplasmic reticulum stress			ISO	Q6ZXV5 	J:164563 	
MGI:1921050	Tmtc4	transmembrane and tetratricopeptide repeat containing 4	14		endoplasmic reticulum unfolded protein response	happens in cochlea		IMP	MGI:5008116 	J:268046 	
MGI:1923764	Tmub1	transmembrane and ubiquitin-like domain containing 1	5		ubiquitin-dependent ERAD pathway			IBA	PTN002684562 	J:265628 	
MGI:1923764	Tmub1	transmembrane and ubiquitin-like domain containing 1	5		ubiquitin-dependent ERAD pathway			ISO	Q9BVT8 	J:164563 	
MGI:1919303	Tmub2	transmembrane and ubiquitin-like domain containing 2	11		ubiquitin-dependent ERAD pathway			IBA	PTN002684562 	J:265628 	
MGI:1919986	Tmx1	thioredoxin-related transmembrane protein 1	12		response to endoplasmic reticulum stress			ISO	Q9H3N1 	J:164563 	
MGI:1353568	Tor1a	torsin family 1, member A (torsin A)	2		ER-associated misfolded protein catabolic process			IDA		J:121865 	
MGI:1345675	Trib3	tribbles pseudokinase 3	2		intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress			ISO	Q96RU7 	J:164563 	
MGI:1345675	Trib3	tribbles pseudokinase 3	2		response to endoplasmic reticulum stress			ISO	Q96RU7 	J:164563 	
MGI:1913847	Trim13	tripartite motif-containing 13	14		ubiquitin-dependent ERAD pathway			IBA	PTN002788960 	J:265628 	
MGI:102749	Trim25	tripartite motif-containing 25	11		ubiquitin-dependent ERAD pathway			ISO	Q14258 	J:164563 	
MGI:98834	Trp53	transformation related protein 53	11		ER overload response			ISO	P04637 	J:73065 	
MGI:98834	Trp53	transformation related protein 53	11		intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress			IMP		J:219625 	
MGI:98834	Trp53	transformation related protein 53	11		positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress	uses UniProtKB:Q99ML1|uses UniProtKB:Q9JM54		IMP		J:219625 	
MGI:1913323	Txndc12	thioredoxin domain containing 12 (endoplasmic reticulum)	4		negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway			ISO	O95881 	J:141845 	
MGI:1913913	Uba5	ubiquitin-like modifier activating enzyme 5	9		response to endoplasmic reticulum stress			ISO	Q9GZZ9 	J:164563 J:195351 	
MGI:1916139	Ubac2	ubiquitin associated domain containing 2	14		negative regulation of retrograde protein transport, ER to cytosol			ISO	Q8NBM4 	J:164563 	
MGI:1343188	Ube2g2	ubiquitin-conjugating enzyme E2G 2	10		negative regulation of retrograde protein transport, ER to cytosol			ISO	P60604 	J:164563 	
MGI:1343188	Ube2g2	ubiquitin-conjugating enzyme E2G 2	10		ubiquitin-dependent ERAD pathway			IBA	PTN000629877 	J:265628 	
MGI:1343188	Ube2g2	ubiquitin-conjugating enzyme E2G 2	10		ubiquitin-dependent ERAD pathway			IDA		J:73054 	
MGI:1343188	Ube2g2	ubiquitin-conjugating enzyme E2G 2	10		ubiquitin-dependent ERAD pathway			ISO	P60604 	J:164563 	
MGI:1926245	Ube2j1	ubiquitin-conjugating enzyme E2J 1	4		negative regulation of retrograde protein transport, ER to cytosol			ISO	Q9Y385 	J:164563 	
MGI:1926245	Ube2j1	ubiquitin-conjugating enzyme E2J 1	4		ubiquitin-dependent ERAD pathway			IBA	PTN002784031 	J:265628 	
MGI:1926245	Ube2j1	ubiquitin-conjugating enzyme E2J 1	4		ubiquitin-dependent ERAD pathway			IDA		J:204512 	
MGI:1926245	Ube2j1	ubiquitin-conjugating enzyme E2J 1	4		ubiquitin-dependent ERAD pathway			ISO	Q9Y385 	J:73065 	
MGI:2153608	Ube2j2	ubiquitin-conjugating enzyme E2J 2	4		ubiquitin-dependent ERAD pathway			IBA	PTN000630005 	J:265628 	
MGI:2153608	Ube2j2	ubiquitin-conjugating enzyme E2J 2	4		ubiquitin-dependent ERAD pathway			ISO	Q8N2K1 	J:164563 	
MGI:1858216	Ube2k	ubiquitin-conjugating enzyme E2K	5		intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress			ISO	D3ZXS8 	J:73065 	
MGI:2154580	Ube4a	ubiquitination factor E4A	9		ubiquitin-dependent ERAD pathway			IBA	PTN000358161 	J:265628 	
MGI:1927086	Ube4b	ubiquitination factor E4B	4		response to endoplasmic reticulum stress	happens in brain,happens in CNS neuron (sensu Vertebrata)		IMP	MGI:3611069 	J:103761 	
MGI:1927086	Ube4b	ubiquitination factor E4B	4		ubiquitin-dependent ERAD pathway			IBA	PTN000358161 	J:265628 	
MGI:1860276	Ubqln1	ubiquilin 1	13		positive regulation of ER-associated ubiquitin-dependent protein catabolic process			ISO	Q9UMX0 	J:164563 	
MGI:1860276	Ubqln1	ubiquilin 1	13		response to endoplasmic reticulum stress			ISO	Q9UMX0 	J:164563 	
MGI:1860276	Ubqln1	ubiquilin 1	13		ubiquitin-dependent ERAD pathway			IBA	PTN000073487 	J:265628 	
MGI:1860276	Ubqln1	ubiquilin 1	13		ubiquitin-dependent ERAD pathway			ISO	Q9UMX0 	J:164563 	
MGI:1860283	Ubqln2	ubiquilin 2	X		positive regulation of ER-associated ubiquitin-dependent protein catabolic process			ISO	Q9UHD9 	J:164563 	
